Range,Duration,Target,Raised,Category
10000-14999,30,11500,9000,0
10000-14999,30,11500,9500,0
10000-14999,30,11500,10000,0
10000-14999,30,11500,10500,0
10000-14999,30,11500,10810,1
10000-14999,30,11500,10860,1
10000-14999,30,11500,10910,1
10000-14999,30,11500,10960,1
10000-14999,30,11500,11010,1
10000-14999,30,11500,11060,1
10000-14999,30,11500,11110,1
10000-14999,30,11500,11160,1
10000-14999,30,11500,11210,1
10000-14999,30,11500,11260,1
10000-14999,30,11500,11310,1
10000-14999,30,11500,11360,1
10000-14999,30,11500,11410,1
10000-14999,30,11500,11460,1
10000-14999,30,12000,0,0
10000-14999,30,12000,500,0
10000-14999,30,12000,1000,0
10000-14999,30,12000,1500,0
10000-14999,30,12000,2000,0
10000-14999,30,12000,2500,0
10000-14999,30,12000,3000,0
10000-14999,30,12000,3500,0
10000-14999,30,12000,4000,0
10000-14999,30,12000,4500,0
10000-14999,30,12000,5000,0
10000-14999,30,12000,5500,0
10000-14999,30,12000,6000,0
10000-14999,30,12000,6500,0
10000-14999,30,12000,7000,0
10000-14999,30,12000,7500,0
10000-14999,30,12000,8000,0
10000-14999,30,12000,8500,0
10000-14999,30,12000,9000,0
10000-14999,30,12000,9500,0
10000-14999,30,12000,10000,0
10000-14999,30,12000,10500,0
10000-14999,30,12000,11000,0
10000-14999,30,12000,11160,1
10000-14999,30,12000,11210,1
10000-14999,30,12000,11260,1
10000-14999,30,12000,11310,1
10000-14999,30,12000,11360,1
10000-14999,30,12000,11410,1
10000-14999,30,12000,11460,1
10000-14999,30,12000,11510,1
10000-14999,30,12000,11560,1
10000-14999,30,12000,11610,1
10000-14999,30,12000,11660,1
10000-14999,30,12000,11710,1
10000-14999,30,12000,11760,1
10000-14999,30,12000,11810,1
10000-14999,30,12000,11860,1
10000-14999,30,12000,11910,1
10000-14999,30,12000,11960,1
10000-14999,30,12500,0,0
10000-14999,30,12500,500,0
10000-14999,30,12500,1000,0
10000-14999,30,12500,1500,0
10000-14999,30,12500,2000,0
10000-14999,30,12500,2500,0
10000-14999,30,12500,3000,0
10000-14999,30,12500,3500,0
10000-14999,30,12500,4000,0
10000-14999,30,12500,4500,0
10000-14999,30,12500,5000,0
10000-14999,30,12500,5500,0
10000-14999,30,12500,6000,0
10000-14999,30,12500,6500,0
10000-14999,30,12500,7000,0
10000-14999,30,12500,7500,0
10000-14999,30,12500,8000,0
10000-14999,30,12500,8500,0
10000-14999,30,12500,9000,0
10000-14999,30,12500,9500,0
10000-14999,30,12500,10000,0
10000-14999,30,12500,10500,0
10000-14999,30,12500,11000,0
10000-14999,30,12500,11500,0
10000-14999,30,12500,11625,1
10000-14999,30,12500,11675,1
10000-14999,30,12500,11725,1
10000-14999,30,12500,11775,1
10000-14999,30,12500,11825,1
10000-14999,30,12500,11875,1
10000-14999,30,12500,11925,1
10000-14999,30,12500,11975,1
10000-14999,30,12500,12025,1
10000-14999,30,12500,12075,1
10000-14999,30,12500,12125,1
10000-14999,30,12500,12175,1
10000-14999,30,12500,12225,1
10000-14999,30,12500,12275,1
10000-14999,30,12500,12325,1
10000-14999,30,12500,12375,1
10000-14999,30,12500,12425,1
10000-14999,30,12500,12475,1
10000-14999,30,13000,0,0
10000-14999,30,13000,500,0
10000-14999,30,13000,1000,0
10000-14999,30,13000,1500,0
10000-14999,30,13000,2000,0
10000-14999,30,13000,2500,0
10000-14999,30,13000,3000,0
10000-14999,30,13000,3500,0
10000-14999,30,13000,4000,0
10000-14999,30,13000,4500,0
10000-14999,30,13000,5000,0
10000-14999,30,13000,5500,0
10000-14999,30,13000,6000,0
10000-14999,30,13000,6500,0
10000-14999,30,13000,7000,0
10000-14999,30,13000,7500,0
10000-14999,30,13000,8000,0
10000-14999,30,13000,8500,0
10000-14999,30,13000,9000,0
10000-14999,30,13000,9500,0
10000-14999,30,13000,10000,0
10000-14999,30,13000,10500,0
10000-14999,30,13000,11000,0
10000-14999,30,13000,11500,0
10000-14999,30,13000,11960,1
10000-14999,30,13000,12010,1
10000-14999,30,13000,12060,1
10000-14999,30,13000,12110,1
10000-14999,30,13000,12160,1
10000-14999,30,13000,12210,1
10000-14999,30,13000,12260,1
10000-14999,30,13000,12310,1
10000-14999,30,13000,12360,1
10000-14999,30,13000,12410,1
10000-14999,30,13000,12460,1
10000-14999,30,13000,12510,1
10000-14999,30,13000,12560,1
10000-14999,30,13000,12610,1
10000-14999,30,13000,12660,1
10000-14999,30,13000,12710,1
10000-14999,30,13000,12760,1
10000-14999,30,13000,12810,1
10000-14999,30,13000,12860,1
10000-14999,30,13000,12910,1
10000-14999,30,13000,12960,1
10000-14999,30,13500,0,0
10000-14999,30,13500,500,0
10000-14999,30,13500,1000,0
10000-14999,30,13500,1500,0
10000-14999,30,13500,2000,0
10000-14999,30,13500,2500,0
10000-14999,30,13500,3000,0
10000-14999,30,13500,3500,0
10000-14999,30,13500,4000,0
10000-14999,30,13500,4500,0
10000-14999,30,13500,5000,0
10000-14999,30,13500,5500,0
10000-14999,30,13500,6000,0
10000-14999,30,13500,6500,0
10000-14999,30,13500,7000,0
10000-14999,30,13500,7500,0
10000-14999,30,13500,8000,0
10000-14999,30,13500,8500,0
10000-14999,30,13500,9000,0
10000-14999,30,13500,9500,0
10000-14999,30,13500,10000,0
10000-14999,30,13500,10500,0
10000-14999,30,13500,11000,0
10000-14999,30,13500,11500,0
10000-14999,30,13500,12000,0
10000-14999,30,13500,12420,1
10000-14999,30,13500,12470,1
10000-14999,30,13500,12520,1
10000-14999,30,13500,12570,1
10000-14999,30,13500,12620,1
10000-14999,30,13500,12670,1
10000-14999,30,13500,12720,1
10000-14999,30,13500,12770,1
10000-14999,30,13500,12820,1
10000-14999,30,13500,12870,1
10000-14999,30,13500,12920,1
10000-14999,30,13500,12970,1
10000-14999,30,13500,13020,1
10000-14999,30,13500,13070,1
10000-14999,30,13500,13120,1
10000-14999,30,13500,13170,1
10000-14999,30,13500,13220,1
10000-14999,30,13500,13270,1
10000-14999,30,13500,13320,1
10000-14999,30,13500,13370,1
10000-14999,30,13500,13420,1
10000-14999,30,13500,13470,1
10000-14999,30,14000,0,0
10000-14999,30,14000,500,0
10000-14999,30,14000,1000,0
10000-14999,30,14000,1500,0
10000-14999,30,14000,2000,0
10000-14999,30,14000,2500,0
10000-14999,30,14000,3000,0
10000-14999,30,14000,3500,0
10000-14999,30,14000,4000,0
10000-14999,30,14000,4500,0
10000-14999,30,14000,5000,0
10000-14999,30,14000,5500,0
10000-14999,30,14000,6000,0
10000-14999,30,14000,6500,0
10000-14999,30,14000,7000,0
10000-14999,30,14000,7500,0
10000-14999,30,14000,8000,0
10000-14999,30,14000,8500,0
10000-14999,30,14000,9000,0
10000-14999,30,14000,9500,0
10000-14999,30,14000,10000,0
10000-14999,30,14000,10500,0
10000-14999,30,14000,11000,0
10000-14999,30,14000,11500,0
10000-14999,30,14000,12000,0
10000-14999,30,14000,12500,0
10000-14999,30,14000,12740,1
10000-14999,30,14000,12790,1
10000-14999,30,14000,12840,1
10000-14999,30,14000,12890,1
10000-14999,30,14000,12940,1
10000-14999,30,14000,12990,1
10000-14999,30,14000,13040,1
10000-14999,30,14000,13090,1
10000-14999,30,14000,13140,1
10000-14999,30,14000,13190,1
10000-14999,30,14000,13240,1
10000-14999,30,14000,13290,1
10000-14999,30,14000,13340,1
10000-14999,30,14000,13390,1
10000-14999,30,14000,13440,1
10000-14999,30,14000,13490,1
10000-14999,30,14000,13540,1
10000-14999,30,14000,13590,1
10000-14999,30,14000,13640,1
10000-14999,30,14000,13690,1
10000-14999,30,14000,13740,1
10000-14999,30,14000,13790,1
10000-14999,30,14000,13840,1
10000-14999,30,14000,13890,1
10000-14999,30,14000,13940,1
10000-14999,30,14000,13990,1
10000-14999,30,14500,0,0
10000-14999,30,14500,500,0
10000-14999,30,14500,1000,0
10000-14999,30,14500,1500,0
10000-14999,30,14500,2000,0
10000-14999,30,14500,2500,0
10000-14999,30,14500,3000,0
10000-14999,30,14500,3500,0
10000-14999,30,14500,4000,0
10000-14999,30,14500,4500,0
10000-14999,30,14500,5000,0
10000-14999,30,14500,5500,0
10000-14999,30,14500,6000,0
10000-14999,30,14500,6500,0
10000-14999,30,14500,7000,0
10000-14999,30,14500,7500,0
10000-14999,30,14500,8000,0
10000-14999,30,14500,8500,0
10000-14999,30,14500,9000,0
10000-14999,30,14500,9500,0
10000-14999,30,14500,10000,0
10000-14999,30,14500,10500,0
10000-14999,30,14500,11000,0
10000-14999,30,14500,11500,0
10000-14999,30,14500,12000,0
10000-14999,30,14500,12500,0
10000-14999,30,14500,13000,0
10000-14999,30,14500,13195,1
10000-14999,30,14500,13245,1
10000-14999,30,14500,13295,1
10000-14999,30,14500,13345,1
10000-14999,30,14500,13395,1
10000-14999,30,14500,13445,1
10000-14999,30,14500,13495,1
10000-14999,30,14500,13545,1
10000-14999,30,14500,13595,1
10000-14999,30,14500,13645,1
10000-14999,30,14500,13695,1
10000-14999,30,14500,13745,1
10000-14999,30,14500,13795,1
10000-14999,30,14500,13845,1
10000-14999,30,14500,13895,1
10000-14999,30,14500,13945,1
10000-14999,30,14500,13995,1
10000-14999,30,14500,14045,1
10000-14999,30,14500,14095,1
10000-14999,30,14500,14145,1
10000-14999,30,14500,14195,1
10000-14999,30,14500,14245,1
10000-14999,30,14500,14295,1
10000-14999,30,14500,14345,1
10000-14999,30,14500,14395,1
10000-14999,30,14500,14445,1
10000-14999,30,14500,14495,1
10000-14999,30,15000,0,0
10000-14999,30,15000,500,0
10000-14999,30,15000,1000,0
10000-14999,30,15000,1500,0
10000-14999,30,15000,2000,0
10000-14999,30,15000,2500,0
10000-14999,30,15000,3000,0
10000-14999,30,15000,3500,0
10000-14999,30,15000,4000,0
10000-14999,30,15000,4500,0
10000-14999,30,15000,5000,0
10000-14999,30,15000,5500,0
10000-14999,30,15000,6000,0
10000-14999,30,15000,6500,0
10000-14999,30,15000,7000,0
10000-14999,30,15000,7500,0
10000-14999,30,15000,8000,0
10000-14999,30,15000,8500,0
10000-14999,30,15000,9000,0
10000-14999,30,15000,9500,0
10000-14999,30,15000,10000,0
10000-14999,30,15000,10500,0
10000-14999,30,15000,11000,0
10000-14999,30,15000,11500,0
10000-14999,30,15000,12000,0
10000-14999,30,15000,12500,0
10000-14999,30,15000,13000,0
10000-14999,30,15000,13500,1
10000-14999,30,15000,13550,1
10000-14999,30,15000,13600,1
10000-14999,30,15000,13650,1
10000-14999,30,15000,13700,1
10000-14999,30,15000,13750,1
10000-14999,30,15000,13800,1
10000-14999,30,15000,13850,1
10000-14999,30,15000,13900,1
10000-14999,30,15000,13950,1
10000-14999,30,15000,14000,1
10000-14999,30,15000,14050,1
10000-14999,30,15000,14100,1
10000-14999,30,15000,14150,1
10000-14999,30,15000,14200,1
10000-14999,30,15000,14250,1
10000-14999,30,15000,14300,1
10000-14999,30,15000,14350,1
10000-14999,30,15000,14400,1
10000-14999,30,15000,14450,1
10000-14999,30,15000,14500,1
10000-14999,30,15000,14550,1
10000-14999,30,15000,14600,1
10000-14999,30,15000,14650,1
10000-14999,30,15000,14700,1
10000-14999,30,15000,14750,1
10000-14999,30,15000,14800,1
10000-14999,30,15000,14850,1
10000-14999,30,15000,14900,1
10000-14999,30,15000,14950,1
10000-14999,30,15000,15000,1
10000-14999,60,10000,0,0
10000-14999,60,10000,500,0
10000-14999,60,10000,1000,0
10000-14999,60,10000,1500,0
10000-14999,60,10000,2000,0
10000-14999,60,10000,2500,0
10000-14999,60,10000,3000,0
10000-14999,60,10000,3500,0
10000-14999,60,10000,4000,0
10000-14999,60,10000,4500,0
10000-14999,60,10000,5000,0
10000-14999,60,10000,5500,0
10000-14999,60,10000,6000,0
10000-14999,60,10000,6500,0
10000-14999,60,10000,7000,0
10000-14999,60,10000,7500,0
10000-14999,60,10000,8000,0
10000-14999,60,10000,8500,0
10000-14999,60,10000,9000,0
10000-14999,60,10000,9500,0
10000-14999,60,10000,9700,1
10000-14999,60,10000,9750,1
10000-14999,60,10000,9800,1
10000-14999,60,10000,9850,1
10000-14999,60,10000,9900,1
10000-14999,60,10000,9950,1
10000-14999,60,10000,10000,1
10000-14999,60,10500,0,0
10000-14999,60,10500,500,0
10000-14999,60,10500,1000,0
10000-14999,60,10500,1500,0
10000-14999,60,10500,2000,0
10000-14999,60,10500,2500,0
10000-14999,60,10500,3000,0
10000-14999,60,10500,3500,0
10000-14999,60,10500,4000,0
10000-14999,60,10500,4500,0
10000-14999,60,10500,5000,0
10000-14999,60,10500,5500,0
10000-14999,60,10500,6000,0
10000-14999,60,10500,6500,0
10000-14999,60,10500,7000,0
10000-14999,60,10500,7500,0
10000-14999,60,10500,8000,0
10000-14999,60,10500,8500,0
10000-14999,60,10500,9000,0
10000-14999,60,10500,9500,0
10000-14999,60,10500,10000,0
10000-14999,60,10500,10185,1
10000-14999,60,10500,10235,1
10000-14999,60,10500,10285,1
10000-14999,60,10500,10335,1
10000-14999,60,10500,10385,1
10000-14999,60,10500,10435,1
10000-14999,60,10500,10485,1
10000-14999,60,11000,0,0
10000-14999,60,11000,500,0
10000-14999,60,11000,1000,0
10000-14999,60,11000,1500,0
10000-14999,60,11000,2000,0
10000-14999,60,11000,2500,0
10000-14999,60,11000,3000,0
10000-14999,60,11000,3500,0
10000-14999,60,11000,4000,0
10000-14999,60,11000,4500,0
10000-14999,60,11000,5000,0
10000-14999,60,11000,5500,0
10000-14999,60,11000,6000,0
10000-14999,60,11000,6500,0
10000-14999,60,11000,7000,0
10000-14999,60,11000,7500,0
10000-14999,60,11000,8000,0
10000-14999,60,11000,8500,0
10000-14999,60,11000,9000,0
10000-14999,60,11000,9500,0
10000-14999,60,11000,10000,0
10000-14999,60,11000,10500,0
10000-14999,60,11000,10560,1
10000-14999,60,11000,10610,1
10000-14999,60,11000,10660,1
10000-14999,60,11000,10710,1
10000-14999,60,11000,10760,1
10000-14999,60,11000,10810,1
10000-14999,60,11000,10860,1
10000-14999,60,11000,10910,1
10000-14999,60,11000,10960,1
10000-14999,60,11500,0,0
10000-14999,60,11500,500,0
10000-14999,60,11500,1000,0
10000-14999,60,11500,1500,0
10000-14999,60,11500,2000,0
10000-14999,60,11500,2500,0
10000-14999,60,11500,3000,0
10000-14999,60,11500,3500,0
10000-14999,60,11500,4000,0
10000-14999,60,11500,4500,0
10000-14999,60,11500,5000,0
10000-14999,60,11500,5500,0
10000-14999,60,11500,6000,0
10000-14999,60,11500,6500,0
10000-14999,60,11500,7000,0
10000-14999,60,11500,7500,0
10000-14999,60,11500,8000,0
10000-14999,60,11500,8500,0
10000-14999,60,11500,9000,0
10000-14999,60,11500,9500,0
10000-14999,60,11500,10000,0
10000-14999,60,11500,10500,0
10000-14999,60,11500,11000,0
10000-14999,60,11500,11040,1
10000-14999,60,11500,11090,1
10000-14999,60,11500,11140,1
10000-14999,60,11500,11190,1
10000-14999,60,11500,11240,1
10000-14999,60,11500,11290,1
10000-14999,60,11500,11340,1
10000-14999,60,11500,11390,1
10000-14999,60,11500,11440,1
10000-14999,60,11500,11490,1
10000-14999,60,12000,0,0
10000-14999,60,12000,500,0
10000-14999,60,12000,1000,0
10000-14999,60,12000,1500,0
10000-14999,60,12000,2000,0
10000-14999,60,12000,2500,0
10000-14999,60,12000,3000,0
10000-14999,60,12000,3500,0
10000-14999,60,12000,4000,0
10000-14999,60,12000,4500,0
10000-14999,60,12000,5000,0
10000-14999,60,12000,5500,0
10000-14999,60,12000,6000,0
10000-14999,60,12000,6500,0
10000-14999,60,12000,7000,0
10000-14999,60,12000,7500,0
10000-14999,60,12000,8000,0
10000-14999,60,12000,8500,0
10000-14999,60,12000,9000,0
10000-14999,60,12000,9500,0
10000-14999,60,12000,10000,0
10000-14999,60,12000,10500,0
10000-14999,60,12000,11000,0
10000-14999,60,12000,11400,1
10000-14999,60,12000,11450,1
10000-14999,60,12000,11500,1
10000-14999,60,12000,11550,1
10000-14999,60,12000,11600,1
10000-14999,60,12000,11650,1
10000-14999,60,12000,11700,1
10000-14999,60,12000,11750,1
10000-14999,60,12000,11800,1
10000-14999,60,12000,11850,1
10000-14999,60,12000,11900,1
10000-14999,60,12000,11950,1
10000-14999,60,12000,12000,1
10000-14999,60,12500,0,0
10000-14999,60,12500,500,0
10000-14999,60,12500,1000,0
10000-14999,60,12500,1500,0
10000-14999,60,12500,2000,0
10000-14999,60,12500,2500,0
10000-14999,60,12500,3000,0
10000-14999,60,12500,3500,0
10000-14999,60,12500,4000,0
10000-14999,60,12500,4500,0
10000-14999,60,12500,5000,0
10000-14999,60,12500,5500,0
10000-14999,60,12500,6000,0
10000-14999,60,12500,6500,0
10000-14999,60,12500,7000,0
10000-14999,60,12500,7500,0
10000-14999,60,12500,8000,0
10000-14999,60,12500,8500,0
10000-14999,60,12500,9000,0
10000-14999,60,12500,9500,0
10000-14999,60,12500,10000,0
10000-14999,60,12500,10500,0
10000-14999,60,12500,11000,0
10000-14999,60,12500,11500,0
10000-14999,60,12500,11875,1
10000-14999,60,12500,11925,1
10000-14999,60,12500,11975,1
10000-14999,60,12500,12025,1
10000-14999,60,12500,12075,1
10000-14999,60,12500,12125,1
10000-14999,60,12500,12175,1
10000-14999,60,12500,12225,1
10000-14999,60,12500,12275,1
10000-14999,60,12500,12325,1
10000-14999,60,12500,12375,1
10000-14999,60,12500,12425,1
10000-14999,60,12500,12475,1
10000-14999,60,13000,0,0
10000-14999,60,13000,500,0
10000-14999,60,13000,1000,0
10000-14999,60,13000,1500,0
10000-14999,60,13000,2000,0
10000-14999,60,13000,2500,0
10000-14999,60,13000,3000,0
10000-14999,60,13000,3500,0
10000-14999,60,13000,4000,0
10000-14999,60,13000,4500,0
10000-14999,60,13000,5000,0
10000-14999,60,13000,5500,0
10000-14999,60,13000,6000,0
10000-14999,60,13000,6500,0
10000-14999,60,13000,7000,0
10000-14999,60,13000,7500,0
10000-14999,60,13000,8000,0
10000-14999,60,13000,8500,0
10000-14999,60,13000,9000,0
10000-14999,60,13000,9500,0
10000-14999,60,13000,10000,0
10000-14999,60,13000,10500,0
10000-14999,60,13000,11000,0
10000-14999,60,13000,11500,0
10000-14999,60,13000,12000,0
10000-14999,60,13000,12220,1
10000-14999,60,13000,12270,1
10000-14999,60,13000,12320,1
10000-14999,60,13000,12370,1
10000-14999,60,13000,12420,1
10000-14999,60,13000,12470,1
10000-14999,60,13000,12520,1
10000-14999,60,13000,12570,1
10000-14999,60,13000,12620,1
10000-14999,60,13000,12670,1
10000-14999,60,13000,12720,1
10000-14999,60,13000,12770,1
10000-14999,60,13000,12820,1
10000-14999,60,13000,12870,1
10000-14999,60,13000,12920,1
10000-14999,60,13000,12970,1
10000-14999,60,13500,0,0
10000-14999,60,13500,500,0
10000-14999,60,13500,1000,0
10000-14999,60,13500,1500,0
10000-14999,60,13500,2000,0
10000-14999,60,13500,2500,0
10000-14999,60,13500,3000,0
10000-14999,60,13500,3500,0
10000-14999,60,13500,4000,0
10000-14999,60,13500,4500,0
10000-14999,60,13500,5000,0
10000-14999,60,13500,5500,0
10000-14999,60,13500,6000,0
10000-14999,60,13500,6500,0
10000-14999,60,13500,7000,0
10000-14999,60,13500,7500,0
10000-14999,60,13500,8000,0
10000-14999,60,13500,8500,0
10000-14999,60,13500,9000,0
10000-14999,60,13500,9500,0
10000-14999,60,13500,10000,0
10000-14999,60,13500,10500,0
10000-14999,60,13500,11000,0
10000-14999,60,13500,11500,0
10000-14999,60,13500,12000,0
10000-14999,60,13500,12500,0
10000-14999,60,13500,12690,1
10000-14999,60,13500,12740,1
10000-14999,60,13500,12790,1
10000-14999,60,13500,12840,1
10000-14999,60,13500,12890,1
10000-14999,60,13500,12940,1
10000-14999,60,13500,12990,1
10000-14999,60,13500,13040,1
10000-14999,60,13500,13090,1
10000-14999,60,13500,13140,1
10000-14999,60,13500,13190,1
10000-14999,60,13500,13240,1
10000-14999,60,13500,13290,1
10000-14999,60,13500,13340,1
10000-14999,60,13500,13390,1
10000-14999,60,13500,13440,1
10000-14999,60,13500,13490,1
10000-14999,60,14000,0,0
10000-14999,60,14000,500,0
10000-14999,60,14000,1000,0
10000-14999,60,14000,1500,0
10000-14999,60,14000,2000,0
10000-14999,60,14000,2500,0
10000-14999,60,14000,3000,0
10000-14999,60,14000,3500,0
10000-14999,60,14000,4000,0
10000-14999,60,14000,4500,0
10000-14999,60,14000,5000,0
10000-14999,60,14000,5500,0
10000-14999,60,14000,6000,0
10000-14999,60,14000,6500,0
10000-14999,60,14000,7000,0
10000-14999,60,14000,7500,0
10000-14999,60,14000,8000,0
10000-14999,60,14000,8500,0
10000-14999,60,14000,9000,0
10000-14999,60,14000,9500,0
10000-14999,60,14000,10000,0
10000-14999,60,14000,10500,0
10000-14999,60,14000,11000,0
10000-14999,60,14000,11500,0
10000-14999,60,14000,12000,0
10000-14999,60,14000,12500,0
10000-14999,60,14000,13000,0
10000-14999,60,14000,13020,1
10000-14999,60,14000,13070,1
10000-14999,60,14000,13120,1
10000-14999,60,14000,13170,1
10000-14999,60,14000,13220,1
10000-14999,60,14000,13270,1
10000-14999,60,14000,13320,1
10000-14999,60,14000,13370,1
10000-14999,60,14000,13420,1
10000-14999,60,14000,13470,1
10000-14999,60,14000,13520,1
10000-14999,60,14000,13570,1
10000-14999,60,14000,13620,1
10000-14999,60,14000,13670,1
10000-14999,60,14000,13720,1
10000-14999,60,14000,13770,1
10000-14999,60,14000,13820,1
10000-14999,60,14000,13870,1
10000-14999,60,14000,13920,1
10000-14999,60,14000,13970,1
10000-14999,60,14500,0,0
10000-14999,60,14500,500,0
10000-14999,60,14500,1000,0
10000-14999,60,14500,1500,0
10000-14999,60,14500,2000,0
10000-14999,60,14500,2500,0
10000-14999,60,14500,3000,0
10000-14999,60,14500,3500,0
10000-14999,60,14500,4000,0
10000-14999,60,14500,4500,0
10000-14999,60,14500,5000,0
10000-14999,60,14500,5500,0
10000-14999,60,14500,6000,0
10000-14999,60,14500,6500,0
10000-14999,60,14500,7000,0
10000-14999,60,14500,7500,0
10000-14999,60,14500,8000,0
10000-14999,60,14500,8500,0
10000-14999,60,14500,9000,0
10000-14999,60,14500,9500,0
10000-14999,60,14500,10000,0
10000-14999,60,14500,10500,0
10000-14999,60,14500,11000,0
10000-14999,60,14500,11500,0
10000-14999,60,14500,12000,0
10000-14999,60,14500,12500,0
10000-14999,60,14500,13000,0
10000-14999,60,14500,13485,1
10000-14999,60,14500,13535,1
10000-14999,60,14500,13585,1
10000-14999,60,14500,13635,1
10000-14999,60,14500,13685,1
10000-14999,60,14500,13735,1
10000-14999,60,14500,13785,1
10000-14999,60,14500,13835,1
10000-14999,60,14500,13885,1
10000-14999,60,14500,13935,1
10000-14999,60,14500,13985,1
10000-14999,60,14500,14035,1
10000-14999,60,14500,14085,1
10000-14999,60,14500,14135,1
10000-14999,60,14500,14185,1
10000-14999,60,14500,14235,1
10000-14999,60,14500,14285,1
10000-14999,60,14500,14335,1
10000-14999,60,14500,14385,1
10000-14999,60,14500,14435,1
10000-14999,60,14500,14485,1
10000-14999,60,15000,0,0
10000-14999,60,15000,500,0
10000-14999,60,15000,1000,0
10000-14999,60,15000,1500,0
10000-14999,60,15000,2000,0
10000-14999,60,15000,2500,0
10000-14999,60,15000,3000,0
10000-14999,60,15000,3500,0
10000-14999,60,15000,4000,0
10000-14999,60,15000,4500,0
10000-14999,60,15000,5000,0
10000-14999,60,15000,5500,0
10000-14999,60,15000,6000,0
10000-14999,60,15000,6500,0
10000-14999,60,15000,7000,0
10000-14999,60,15000,7500,0
10000-14999,60,15000,8000,0
10000-14999,60,15000,8500,0
10000-14999,60,15000,9000,0
10000-14999,60,15000,9500,0
10000-14999,60,15000,10000,0
10000-14999,60,15000,10500,0
10000-14999,60,15000,11000,0
10000-14999,60,15000,11500,0
10000-14999,60,15000,12000,0
10000-14999,60,15000,12500,0
10000-14999,60,15000,13000,0
10000-14999,60,15000,13500,0
10000-14999,60,15000,13800,1
10000-14999,60,15000,13850,1
10000-14999,60,15000,13900,1
10000-14999,60,15000,13950,1
10000-14999,60,15000,14000,1
10000-14999,60,15000,14050,1
10000-14999,60,15000,14100,1
10000-14999,60,15000,14150,1
10000-14999,60,15000,14200,1
10000-14999,60,15000,14250,1
10000-14999,60,15000,14300,1
10000-14999,60,15000,14350,1
10000-14999,60,15000,14400,1
10000-14999,60,15000,14450,1
10000-14999,60,15000,14500,1
10000-14999,60,15000,14550,1
10000-14999,60,15000,14600,1
10000-14999,60,15000,14650,1
10000-14999,60,15000,14700,1
10000-14999,60,15000,14750,1
10000-14999,60,15000,14800,1
10000-14999,60,15000,14850,1
10000-14999,60,15000,14900,1
10000-14999,60,15000,14950,1
10000-14999,60,15000,15000,1
10000-14999,90,10000,0,0
10000-14999,90,10000,500,0
10000-14999,90,10000,1000,0
10000-14999,90,10000,1500,0
10000-14999,90,10000,2000,0
10000-14999,90,10000,2500,0
10000-14999,90,10000,3000,0
10000-14999,90,10000,3500,0
10000-14999,90,10000,4000,0
10000-14999,90,10000,4500,0
10000-14999,90,10000,5000,0
10000-14999,90,10000,5500,0
10000-14999,90,10000,6000,0
10000-14999,90,10000,6500,0
10000-14999,90,10000,7000,0
10000-14999,90,10000,7500,0
10000-14999,90,10000,8000,0
10000-14999,90,10000,8500,0
10000-14999,90,10000,9000,0
10000-14999,90,10000,9500,0
10000-14999,90,10000,9800,1
10000-14999,90,10000,9850,1
10000-14999,90,10000,9900,1
10000-14999,90,10000,9950,1
10000-14999,90,10000,10000,1
10000-14999,90,10500,0,0
10000-14999,90,10500,500,0
10000-14999,90,10500,1000,0
10000-14999,90,10500,1500,0
10000-14999,90,10500,2000,0
10000-14999,90,10500,2500,0
10000-14999,90,10500,3000,0
